Team,Year,Conference,Games,Wins,Win_Percentage,O_Efficiency,D_Efficiency,Power_Rating,EFG_O,EFG_D,Turnover_Rate,Steal_Rate,Offensive_Rebound_Rate,Opp_Offensive_Rebound_Rate,Free_Throw_Rate,Opp_Free_Throw_Rate,2_Pt_Percentage,Opp_2_Pt_Percentage,3_Pt_Percentage,Opp_3_Pt_Percentage,Wins_Above_Bubble,Elimination_Round,Seed,Round.of.64,X64WL,X64PD,Round.of.32,X32WL,X32PD,Sweet.16,X16WL,X16PD,Elite.8,X8WL,X8PD,Final.4,X4WL,X4PD,Championship,X2WL
Murray St.,2019,OVC,31,28,0.903225806,110.4,98.6,0.7852,54.8,46.5,17.2,19.4,32,30.7,33.5,27.4,56.2,48.3,34.9,28.9,1.2,R32,12,Marquette,1,19,Florida St.,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Nebraska,2014,B10,32,19,0.59375,108.2,95,0.8172,48.3,47.6,16.7,19,25.7,29,42.3,44.9,47.4,47.8,33.3,31.5,1.3,R64,11,Baylor,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2017,MWC,35,28,0.8,113.7,100.7,0.8021,52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,49.2,49.3,38.2,31,1.7,R64,12,Iowa St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2018,MWC,37,29,0.783783784,118.9,102.5,0.8462,54.8,49.4,13.5,18,26.7,29.3,36.3,30.1,52.1,50.7,39.2,31.7,2.5,S16,7,Texas,1,4,Cincinnati,1,2,Loyola Chicago,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2019,MWC,34,29,0.852941176,112.5,95.9,0.8618,53.7,47.7,14.6,19.2,27.2,24.9,40.8,28,54.9,46.3,34.7,33.2,3.8,R64,7,Florida,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
New Mexico St.,2013,WAC,34,23,0.676470588,102.5,95.3,0.6992,49.3,45.4,21.9,18.6,36.9,29.8,47,30.7,49.8,43.2,31.8,33.9,-3.1,R64,13,Saint Louis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico St.,2014,WAC,35,25,0.714285714,111.6,102,0.7385,53.2,44.4,18.7,16.1,37.7,33,53.9,34.1,52.9,42.7,36.1,33.2,-2.3,R64,13,San Diego St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico St.,2015,WAC,32,21,0.65625,103.9,98.1,0.6613,50.6,46.4,21.8,20.6,39.3,31,44.3,32.5,49.3,46.4,36.2,30.8,-4.5,R64,15,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico St.,2017,WAC,31,28,0.903225806,109.4,102.5,0.6783,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,-0.2,R64,14,Baylor,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico St.,2018,WAC,31,28,0.903225806,106.8,95,0.7927,51.6,46,17.4,19,33.8,22.5,29.1,33,52,45.7,34,31.1,1.3,R64,12,Clemson,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico St.,2019,WAC,33,30,0.909090909,111.8,98.2,0.8155,54.1,48.9,17.8,19.1,37,22.5,34.6,32.5,56.7,48,34,33.5,1.4,R64,12,Auburn,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
New Mexico,2013,MWC,35,29,0.828571429,107,91.1,0.8641,48.4,45.9,17.6,19.5,29.3,27.6,45.7,25.7,46.1,42,35.1,34.6,6.9,R64,3,Harvard,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,2014,MWC,34,27,0.794117647,112.8,95.7,0.8693,51.1,45,15.9,14.9,32.5,28.2,46.7,31.3,51.7,41.1,33.2,34.8,4.4,R64,7,Stanford,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina A&T,2013,MEAC,36,19,0.527777778,90.6,95.7,0.3459,45.7,45.2,22.7,23.4,29.8,33.2,42.6,41.1,45.4,43.4,30.7,32,-11.5,R64,16,Louisville,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina Central,2014,MEAC,32,26,0.8125,107.9,100.2,0.7018,50.2,44.4,17.2,23.7,35.4,33.1,49.5,44.8,50.8,43.2,32.5,31,-0.6,R64,14,Iowa St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina St.,2013,ACC,35,24,0.685714286,115.2,98,0.865,54.2,46.8,18,16.6,34.7,32.6,40.9,29,52.8,47.5,39.1,30.2,2.2,R64,8,Temple,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina St.,2014,ACC,36,22,0.611111111,114.8,101.4,0.8066,50,47.5,15.8,17.4,34.1,35.6,37,42.6,51.5,47.3,30.5,32.1,0.6,R64,12,Saint Louis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina St.,2015,ACC,36,22,0.611111111,114.1,96.8,0.8684,49.3,45.5,16,14.9,33.9,30.2,35.3,34.7,47.3,43.6,35.6,33,1.1,S16,8,LSU,1,1,Villanova,1,3,Louisville,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina St.,2018,ACC,33,21,0.636363636,115.6,101.3,0.821,53.4,51.6,16.8,20.4,33.4,32,34.2,33.7,52.1,53.6,37.2,31.6,0.9,R64,9,Seton Hall,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,2013,ACC,35,24,0.685714286,111.6,93,0.8902,49.3,48,17.2,21.5,34.6,31.6,28.2,27.1,46.3,46.3,37.2,34.4,2.5,R32,8,Villanova,1,7,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,2014,ACC,34,24,0.705882353,113.4,94.7,0.8883,49.9,47,16.9,19.3,38.1,31.3,42.9,41.4,49.7,46.7,33.6,31.7,4.2,R32,6,Providence,1,2,Iowa St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,2015,ACC,38,26,0.684210526,119.6,92.5,0.9507,51.6,45.4,18.2,17.7,40,31.2,35.2,37.8,50.9,45.6,35.8,30,6.5,S16,4,Harvard,1,2,Arkansas,1,9,Wisconsin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,2016,ACC,40,33,0.825,123.3,94.9,0.9531,52.6,48.1,15.4,18.2,40.7,30,32.3,30.4,53.9,44.6,32.7,36.2,8.6,2ND,1,FGCU,1,16,Providence,1,19,Indiana,1,15,Notre Dame,1,14,Syracuse,1,17,Villanova,0
North Carolina,2017,ACC,39,33,0.846153846,121,91.5,0.9615,51.7,48.1,16.2,18.6,41.3,25,34.3,31.6,51,46.3,35.5,33.9,8.4,Champions,1,Texas Southern,1,39,Arkansas,1,7,Butler,1,12,Kentucky,1,2,Oregon,1,1,Gonzaga,1
North Carolina,2018,ACC,37,26,0.702702703,120.7,97.1,0.9242,52,50.1,16.7,16.3,37.4,25.5,28,26,51,45.3,35.9,38,7.1,R32,2,Lipscomb,1,18,Texas A&M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,2019,ACC,36,29,0.805555556,120.1,91.4,0.9582,52.9,48.9,17.2,18.3,35.3,22.8,30.2,28.4,52.1,47.9,36.2,33.5,10,S16,1,Iona,1,15,Washington,1,22,Auburn,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
North Dakota St.,2014,Sum,30,23,0.766666667,113.9,103,0.7613,54.5,49.8,15.6,17.1,30.6,27.9,41.6,40.2,55.4,46.1,34.7,37.8,0.2,R32,12,Oklahoma,1,5,San Diego St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota St.,2015,Sum,31,21,0.677419355,100.8,100.7,0.5035,49.7,48.1,16,16.5,26.1,23.7,35.7,30.7,45.5,45,38.2,36.2,-3.9,R64,15,Gonzaga,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota St.,2019,Sum,33,19,0.575757576,106.6,109,0.4369,53.5,53.6,15.7,14.4,20.7,25.9,32.2,26.5,52.1,52.6,36.7,37,-8.6,R64,16,Duke,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota,2017,BSky,29,22,0.75862069,103.1,102.7,0.5112,53.4,50.7,18.3,19.6,26,27.8,36.1,39.7,51.4,50,38.7,34.8,-5.3,R64,15,Arizona,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northeastern,2015,CAA,35,23,0.657142857,107,101,0.6586,54.5,49.8,21.5,15.5,30.1,25.3,41.4,25,53,49.1,38.6,34.4,-4.6,R64,14,Notre Dame,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northeastern,2019,CAA,34,23,0.676470588,109.1,102.5,0.6712,56.5,52.1,16.6,16.7,22.7,24.6,34.3,27.8,55.8,53,38.2,33.7,-2.8,R64,13,Kansas,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Northern Iowa,2015,MVC,35,31,0.885714286,115.4,93,0.9228,55.9,45.6,17.8,19.2,27,26.9,39.8,27,53.3,44,39.8,32.1,5.3,R32,5,Wyoming,1,17,Louisville,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Iowa,2016,MVC,35,22,0.628571429,109.7,96.7,0.8109,53.2,48.7,15.2,18.5,17.7,27.4,34.1,24.8,51.3,48.9,37.2,32.4,-2.1,R32,11,Texas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Kentucky,2017,Horz,33,24,0.727272727,105.5,104.1,0.537,52.4,49.7,18.8,17,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,-4.9,R64,15,Kentucky,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Kentucky,2019,Horz,33,26,0.787878788,107.8,101.3,0.6719,54.6,49.1,17.8,18.4,30.6,26,34.8,35.2,55,49.9,36,32,-2.2,R64,14,Texas Tech,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Northwestern St.,2013,Slnd,28,19,0.678571429,104.8,102.1,0.573,49,47.8,19.2,21.7,34.8,37.3,40.3,40.5,50,46.8,31,33.9,-3.2,R64,14,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northwestern,2017,B10,36,24,0.666666667,111.2,95.2,0.8564,49.7,46.1,16,17.9,30.8,30.6,30.5,36.1,48.8,44,34.2,33.3,2,R32,8,Vanderbilt,1,2,Vanderbilt,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notre Dame,2013,BE,35,25,0.714285714,112.9,95.4,0.8748,52.2,46.8,17.6,16,34,29.5,32,24.6,50.6,45.9,37,32.5,3.9,R64,7,Iowa St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notre Dame,2015,ACC,38,32,0.842105263,125.3,98.6,0.9401,58.3,47.9,14.5,17.3,27.9,32.2,36.7,24.1,58.2,47.4,39,32.6,8.6,E8,3,Northeastern,1,4,Butler,1,3,Wichita St.,1,11,Kentucky,0,NA,NA,NA,NA,NA,NA
Notre Dame,2016,ACC,36,24,0.666666667,118.3,103.3,0.8269,54,49.5,15.3,14.8,32.7,32.1,32.9,26,52.9,46.5,37.4,36.9,2.3,E8,6,Michigan,1,7,SFA,1,1,Wisconsin,1,5,North Carolina,0,NA,NA,NA,NA,NA,NA
Notre Dame,2017,ACC,36,26,0.722222222,119.3,96.4,0.9205,53.6,49.1,14,18.7,27.3,30.8,28.6,26.7,50.9,48.2,38.4,33.8,5.9,R32,5,Princeton,1,2,West Virginia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio St.,2013,B10,37,29,0.783783784,113.6,89.4,0.9406,50.6,45.4,16.2,20.7,31.8,28.2,35.5,29.5,49.4,43.6,35.6,32.4,7.2,E8,2,Iona,1,25,Iowa St.,1,3,Arizona,1,3,Wichita St.,0,NA,NA,NA,NA,NA,NA
Ohio St.,2014,B10,35,25,0.714285714,108.4,88.5,0.9107,50.3,45.2,17.2,21.9,29.6,29.6,42.3,29.8,51.1,45.9,32.4,29.3,4.5,R64,6,Dayton,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio St.,2015,B10,35,24,0.685714286,113.9,93.1,0.9104,54.2,46.4,17,21.6,33.5,32,34.7,27.8,53.6,45.2,37,32.2,2.5,R32,10,VCU,1,3,Arizona,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio St.,2018,B10,34,25,0.735294118,116,94.3,0.9154,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,4.5,R32,5,South Dakota St.,1,8,Gonzaga,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio St.,2019,B10,35,20,0.571428571,107.8,93.8,0.8329,50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,49.7,47.9,34.1,32.7,0.9,R32,11,Iowa St.,1,3,Houston,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Oklahoma St.,2013,B12,33,24,0.727272727,107.1,88.6,0.8983,48.8,44.5,18.2,21.7,31.3,30.8,40.5,35.1,49.5,42.4,31.6,32.4,3.2,R64,5,Oregon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma St.,2014,B12,34,21,0.617647059,115.6,94.8,0.9067,52.4,46.3,14.7,20,28,32,49.7,41,51.3,45,36.4,32.7,1.4,R64,9,Gonzaga,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma St.,2015,B12,31,17,0.548387097,110.7,95.4,0.8469,50.2,46.5,18.5,21.1,26.9,32.6,39,42.1,49.2,44.1,34.6,34.4,0.2,R64,9,Oregon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma St.,2017,B12,32,20,0.625,126.8,102.3,0.9221,54,53.2,18.2,20.3,38.3,31.9,37.4,45.4,50.4,52.4,40.3,36.4,3.3,R64,10,Michigan,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,2013,B12,32,20,0.625,110.3,95.6,0.8391,47.8,47.4,17.5,19.6,33.2,31.5,35.4,31.4,47.6,46.4,32.3,32.9,0.3,R64,10,San Diego St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,2014,B12,33,23,0.696969697,118.2,99.4,0.8793,51.7,49.7,15.7,17.8,32.4,30.4,39.4,38.5,48.7,48.8,37.9,34.2,4.1,R64,5,North Dakota St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,2015,B12,35,24,0.685714286,111.6,88.5,0.9349,49.3,44.1,17.6,19.7,31.5,31.4,32.8,28.4,48.2,42.2,34.3,31.7,4.5,S16,3,Albany,1,9,Dayton,1,6,Michigan St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,2016,B12,37,29,0.783783784,118.2,94.1,0.9326,54.3,47.2,18.3,17.7,31.2,30.5,33,28.3,48.2,45.3,42.2,33.7,8,F4,2,Cal St. Bakersfield,1,24,VCU,1,4,Texas A&M,1,7,Oregon,1,12,Villanova,0,NA,NA,NA
Oklahoma,2018,B12,32,18,0.5625,114.6,99.5,0.835,53.5,51,17.3,16.8,28.4,30,33.2,25.6,53.3,49.1,35.9,36.2,1.1,R64,10,Rhode Island,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,2019,B12,34,20,0.588235294,110.5,93.1,0.878,50.4,47.5,17,17.3,25.8,27.8,31.3,23.1,49.7,45.8,34.6,33.3,2.5,R32,9,Mississippi,1,23,Virginia,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Old Dominion,2019,CUSA,35,26,0.742857143,99.3,94.6,0.6339,47.2,45.6,17.8,18.5,32.1,24.8,28.9,32.4,44.1,43.5,34.9,32.4,-1.8,R64,14,Purdue,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Oregon St.,2016,P12,31,18,0.580645161,109.9,98.1,0.788,49.8,49.5,16.6,19.5,29,32.2,36.8,39.3,46.9,50,37.4,32.4,0.3,R64,7,VCU,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2013,P12,37,28,0.756756757,104.8,88.6,0.8728,49.3,46.4,21.4,22,35.8,27.2,38.4,33.3,49.1,44.9,33.3,33.4,2.9,S16,12,Oklahoma St.,1,11,Saint Louis,1,17,Louisville,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2014,P12,34,24,0.705882353,118.1,100,0.872,53.5,49.1,16.1,18.9,32.2,31.9,43.8,47.8,51,49.4,38.9,32.4,2.6,R32,7,BYU,1,19,Wisconsin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2015,P12,35,25,0.714285714,114.3,99.1,0.8379,52.3,48,16.9,16.7,30.2,31.5,29.1,35.4,50.8,47.1,36.9,33.2,3,R32,8,Oklahoma St.,1,6,Wisconsin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,2016,P12,37,30,0.810810811,118.4,96.2,0.9163,52.3,48.9,16.1,20.2,34.1,30.5,40.3,32,52.6,46.1,34.4,36.2,6.7,E8,1,Holy Cross,1,39,Saint Joseph's,1,5,Duke,1,14,Oklahoma,0,NA,NA,NA,NA,NA,NA
Oregon,2017,P12,38,33,0.868421053,117.8,93.8,0.9321,55.5,46.4,17.1,19.3,32.4,29.5,34.4,26.3,54.5,46.1,38,31.2,6,F4,3,Iona,1,16,Rhode Island,1,3,Michigan,1,1,Kansas,1,14,North Carolina,0,NA,NA,NA
Oregon,2019,P12,38,25,0.657894737,108.1,91.7,0.8687,52,46.4,17.8,20.9,29.6,28.8,29.4,33.9,51.6,48.8,35.1,29,-1.1,S16,12,Wisconsin,1,18,UC Irvine,1,19,Virginia,0,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Pacific,2013,BW,33,20,0.606060606,104.7,101.1,0.5991,50.5,50,17.8,20,29.2,30.8,37.7,39.3,46.8,48,38.9,35.4,-5.1,R64,15,Miami FL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penn,2018,Ivy,32,24,0.75,103.6,97.6,0.6644,52.9,47,16.6,17,23.8,22.6,33.4,31.8,53.3,48,34.8,30,-3.3,R64,16,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh,2013,BE,33,24,0.727272727,112.8,91.1,0.9217,51.7,44.6,18.1,22,40.4,30,37.5,36.4,51.5,44,34.9,30.4,3.1,R64,8,Wichita St.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh,2014,ACC,36,26,0.722222222,117.1,94,0.9261,50.7,46.7,16.3,19.2,37.2,29,44.3,36.4,50.1,45.5,35.1,32.6,4.1,R32,9,Colorado,1,29,Florida,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh,2016,ACC,32,20,0.625,113.9,96.9,0.8659,51.1,50,17.5,16.9,36.9,27.5,36.1,32.4,50.4,48.4,35,35.4,1.8,R64,10,Wisconsin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Princeton,2017,Ivy,29,23,0.793103448,107.6,95.4,0.7989,53.2,48.7,15.2,20.2,24.1,24.7,24.4,32,50.5,46.9,37.6,34.5,-0.4,R64,12,Notre Dame,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Providence,2014,BE,35,22,0.628571429,114.9,100.4,0.8249,48.3,48.9,17.3,16.4,35.3,30.8,41.9,33.7,46.5,48.8,34.7,32.8,1.2,R64,11,North Carolina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Providence,2015,BE,34,22,0.647058824,111.6,93.7,0.8821,48.4,48.2,18.1,19.7,35.2,29,40.7,39.3,48.9,47.1,31.3,33.3,3.7,R64,6,Dayton,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Providence,2016,BE,35,24,0.685714286,108.7,95.4,0.8193,48,49.3,16.1,20.6,30.4,30.3,37.3,28,48,49.8,32.1,32.3,3.4,R32,9,Southern California,1,1,North Carolina,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Providence,2018,BE,35,21,0.6,108.4,95.9,0.8027,49.6,50.3,17.4,19,28.9,29,38.6,31.8,49.5,51.5,33.2,32.2,1.9,R64,10,Texas A&M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purdue,2015,B10,34,21,0.617647059,110.5,93.9,0.8654,50.3,45.4,19.9,17.6,36.5,30.9,41.7,38.4,50.9,42.3,32.7,35.1,1,R64,9,Cincinnati,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purdue,2016,B10,35,26,0.742857143,117.2,93.4,0.9316,53.6,44.3,17.7,13.7,35,23.4,35.4,28.1,52.8,42.9,36.7,31.4,4.4,R64,5,Arkansas Little Rock,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purdue,2017,B10,35,27,0.771428571,116.6,93.1,0.9297,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,52.7,46.6,40.3,33.2,5.6,S16,4,Vermont,1,10,Iowa St.,1,4,Kansas,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purdue,2018,B10,37,30,0.810810811,123.2,95.7,0.9484,57.7,47,15.8,17.7,28,28,35.6,24.2,54.1,45.5,42,33.2,7.6,S16,2,Cal St. Fullerton,1,26,Butler,1,3,Texas Tech,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purdue,2019,B10,36,26,0.722222222,122.8,94.3,0.9539,53.6,49,15.8,18.6,34.5,27,29.9,31.7,51.5,47.2,37.4,34.2,6.1,E8,3,Old Dominion,1,13,Villanova,1,16,Tennessee,1,5,Virginia,0,NA ,NA ,NA ,NA ,NA ,NA 
Radford,2018,BSth,34,23,0.676470588,101.3,102.8,0.4559,49.3,50.1,18.7,20.2,32,28,31.2,31.7,47.1,48.9,35,34.6,-6.5,R64,16,Villanova,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,2017,A10,35,25,0.714285714,111.1,94.1,0.8717,50.8,45,16.4,19.4,32.8,29.7,39.2,45,51.2,45.4,33.3,29.5,0.4,R32,11,Creighton,1,12,Oregon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,2018,A10,34,26,0.764705882,109.7,97.3,0.7988,51.1,50.4,15.3,22.6,31,28.2,30.1,40.6,50.4,50.6,35.2,33.2,1.6,R32,7,Oklahoma,1,5,Duke,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Morris,2015,NEC,35,20,0.571428571,100.7,103.3,0.4286,50.1,49.3,19.8,21.8,31,35.9,35.5,37.6,47.4,48.3,37.5,34.1,-8.6,R64,16,Duke,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Joseph's,2014,A10,34,24,0.705882353,113.8,97.5,0.8546,53.9,47.8,18.7,15.3,29.5,27.8,43.6,30.6,52.3,46,37.9,34.2,2.1,R64,10,Connecticut,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Joseph's,2016,A10,36,28,0.777777778,114.2,97.6,0.86,51.2,48.1,14.3,16.1,28.3,25.8,37.4,25,52.3,49.2,32.7,31.1,3.4,R32,8,Cincinnati,1,2,Oregon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis,2013,A10,35,28,0.8,108,87.5,0.9181,50.4,45.5,17.6,23.6,27.9,29.1,44,35,50,44.1,34,33.1,3.8,R32,4,New Mexico St.,1,20,Oregon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis,2014,A10,33,26,0.787878788,104.9,90.4,0.8477,49.6,44.4,18.6,21,28.8,29,40.3,35.6,50.5,44.4,31.7,29.6,3.8,R32,5,North Carolina St.,1,3,Louisville,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Louis,2019,A10,36,23,0.638888889,101.3,95.7,0.6599,46.7,46.9,19.3,19.4,36,25.1,39.4,33.5,47.2,46.7,30.4,31.4,-3.2,R64,13,Virginia Tech,0,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
Saint Mary's,2013,WCC,34,27,0.794117647,113.9,94.9,0.891,53.7,47.1,18.3,17.9,36.9,25,37,36.9,52.3,44,37.3,36.7,2.5,R64,11,Memphis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Mary's,2017,WCC,34,29,0.8529412,118,93.8,0.9334,57.8,45.3,17.5,15.3,33.1,21,27.8,26.6,56.9,45.4,39.4,30,3.9,R32,7,VCU,1,8,Arizona,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Mary's,2019,WCC,34,22,0.647058824,113.1,96.3,0.8637,53.8,48.9,16.2,16.3,31.2,23,29.1,29.1,52.3,49.2,37.8,32.1,-0.8,R64,11,Villanova,0,NA,NA ,NA,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA ,NA 
San Diego St.,2013,MWC,32,21,0.65625,106,89.5,0.8752,48.5,44.7,18.1,18.2,31.8,27.9,35.3,28.9,48.3,43.3,32.7,31.8,0.4,R32,7,Oklahoma,1,15,Florida Gulf Coast,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Diego St.,2014,MWC,34,29,0.852941176,109.4,90.7,0.896,46.7,44.4,15.2,20.6,36.1,29.4,45.1,32.4,45.1,43.5,34.2,30.8,6,S16,4,New Mexico St.,1,4,North Dakota St.,1,19,Arizona,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
